json_key,md5_list,val,md5_checksum,md5_list_minus_one,json_key_minus_one,file_name,etl_record_updated
"[""r"", ""ServiceReply_GetBusinessEventDetailReply"", ""TargetEventDetail_BusinessEvent""]","[""e32b6bcdd24f9db8e5c2f53ce986ee4f"", ""21d47766260486e6bce13889d93b52eb"", ""d5d07ec5fd65dce92279a31b70bd19d3""]","{""EventKind"": ""4"", ""ApproveDeclineReasonCode"": ""1"", ""CancelReason"": ""Flat - Policy cx/Insured Request"", ""CancelEffectiveDate"": ""2019-05-22"", ""CreatedBy_UserName"": ""Jennifer Robinson"", ""Issued"": ""True"", ""ResidenceCoverageRateDate"": ""2019-05-22"", ""NumberOfRenewalTerms"": ""4"", ""OriginalPPVAddDate"": ""2019-05-22"", ""PrintDate"": ""2019-05-22"", ""json_key"": ""r, ServiceReply_GetBusinessEventDetailReply, TargetEventDetail_BusinessEvent"", ""md5_list"": ""e32b6bcdd24f9db8e5c2f53ce986ee4f, 21d47766260486e6bce13889d93b52eb, d5d07ec5fd65dce92279a31b70bd19d3"", ""md5_checksum"": ""e32b6bcdd24f9db8e5c2f53ce986ee4f"", ""md5_list_minus_one"": ""e32b6bcdd24f9db8e5c2f53ce986ee4f, 21d47766260486e6bce13889d93b52eb"", ""json_key_minus_one"": ""r, ServiceReply_GetBusinessEventDetailReply"", ""file_name"": ""PolicyXml_DRC_20190517111305293796_26575FA133F8131C"", ""etl_record_updated"": ""2020-11-03 13:16:51.501972""}",e32b6bcdd24f9db8e5c2f53ce986ee4f,"[""e32b6bcdd24f9db8e5c2f53ce986ee4f"", ""21d47766260486e6bce13889d93b52eb""]","[""r"", ""ServiceReply_GetBusinessEventDetailReply""]",PolicyXml_DRC_20190517111305293796_26575FA133F8131C,2020-11-03 13:16:51.5019720
"[""r"", ""ServiceReply_GetBusinessEventDetailReply"", ""TargetEventDetail_Home"", ""Coverages_Coverage"", ""Detail""]","[""e32b6bcdd24f9db8e5c2f53ce986ee4f"", ""21d47766260486e6bce13889d93b52eb"", ""8317ff25efeb3530bbf330e97a87bbc2"", ""f90d1018a660b0dd912b79e9394e0686"", ""4b42cea97042b58634530c1c76ffa5c5""]","{""Name"": ""DeductiblePercentage"", ""Value_text"": ""N/A"", ""json_key"": ""r, ServiceReply_GetBusinessEventDetailReply, TargetEventDetail_Home, Coverages_Coverage, Detail"", ""md5_list"": ""e32b6bcdd24f9db8e5c2f53ce986ee4f, 21d47766260486e6bce13889d93b52eb, 8317ff25efeb3530bbf330e97a87bbc2, f90d1018a660b0dd912b79e9394e0686, 4b42cea97042b58634530c1c76ffa5c5"", ""md5_checksum"": ""e32b6bcdd24f9db8e5c2f53ce986ee4f"", ""md5_list_minus_one"": ""e32b6bcdd24f9db8e5c2f53ce986ee4f, 21d47766260486e6bce13889d93b52eb, 8317ff25efeb3530bbf330e97a87bbc2, f90d1018a660b0dd912b79e9394e0686"", ""json_key_minus_one"": ""r, ServiceReply_GetBusinessEventDetailReply, TargetEventDetail_Home, Coverages_Coverage"", ""file_name"": ""PolicyXml_DRC_20190517111305293796_26575FA133F8131C"", ""etl_record_updated"": ""2020-11-03 13:16:51.501972""}",e32b6bcdd24f9db8e5c2f53ce986ee4f,"[""e32b6bcdd24f9db8e5c2f53ce986ee4f"", ""21d47766260486e6bce13889d93b52eb"", ""8317ff25efeb3530bbf330e97a87bbc2"", ""f90d1018a660b0dd912b79e9394e0686""]","[""r"", ""ServiceReply_GetBusinessEventDetailReply"", ""TargetEventDetail_Home"", ""Coverages_Coverage""]",PolicyXml_DRC_20190517111305293796_26575FA133F8131C,2020-11-03 13:16:51.5019720
"[""r"", ""ServiceReply_GetBusinessEventDetailReply"", ""TargetEventDetail_Home"", ""Coverages_Coverage"", ""PremiumComponents_PremiumComponent"", ""Detail""]","[""e32b6bcdd24f9db8e5c2f53ce986ee4f"", ""21d47766260486e6bce13889d93b52eb"", ""8317ff25efeb3530bbf330e97a87bbc2"", ""c23b225337604a672427306f8721d5d1"", ""921a628287c9507b89a73deb982cf317"", ""a28a42cd9c948752b1e8e5206e66a699""]","{""Name"": ""AgentCommissionRate"", ""Value_text"": ""16"", ""json_key"": ""r, ServiceReply_GetBusinessEventDetailReply, TargetEventDetail_Home, Coverages_Coverage, PremiumComponents_PremiumComponent, Detail"", ""md5_list"": ""e32b6bcdd24f9db8e5c2f53ce986ee4f, 21d47766260486e6bce13889d93b52eb, 8317ff25efeb3530bbf330e97a87bbc2, c23b225337604a672427306f8721d5d1, 921a628287c9507b89a73deb982cf317, a28a42cd9c948752b1e8e5206e66a699"", ""md5_checksum"": ""e32b6bcdd24f9db8e5c2f53ce986ee4f"", ""md5_list_minus_one"": ""e32b6bcdd24f9db8e5c2f53ce986ee4f, 21d47766260486e6bce13889d93b52eb, 8317ff25efeb3530bbf330e97a87bbc2, c23b225337604a672427306f8721d5d1, 921a628287c9507b89a73deb982cf317"", ""json_key_minus_one"": ""r, ServiceReply_GetBusinessEventDetailReply, TargetEventDetail_Home, Coverages_Coverage, PremiumComponents_PremiumComponent"", ""file_name"": ""PolicyXml_DRC_20190517111305293796_26575FA133F8131C"", ""etl_record_updated"": ""2020-11-03 13:16:51.501972""}",e32b6bcdd24f9db8e5c2f53ce986ee4f,"[""e32b6bcdd24f9db8e5c2f53ce986ee4f"", ""21d47766260486e6bce13889d93b52eb"", ""8317ff25efeb3530bbf330e97a87bbc2"", ""c23b225337604a672427306f8721d5d1"", ""921a628287c9507b89a73deb982cf317""]","[""r"", ""ServiceReply_GetBusinessEventDetailReply"", ""TargetEventDetail_Home"", ""Coverages_Coverage"", ""PremiumComponents_PremiumComponent""]",PolicyXml_DRC_20190517111305293796_26575FA133F8131C,2020-11-03 13:16:51.5019720
"[""r"", ""ServiceReply_GetBusinessEventDetailReply"", ""TargetEventDetail_Home"", ""Coverages_Coverage"", ""Detail""]","[""e32b6bcdd24f9db8e5c2f53ce986ee4f"", ""21d47766260486e6bce13889d93b52eb"", ""8317ff25efeb3530bbf330e97a87bbc2"", ""78d18323d2f8a89d46d72547cc749d4c"", ""21171d6ad5102c3d129d06948d5a0589""]","{""Name"": ""Subline"", ""Value_text"": ""436"", ""json_key"": ""r, ServiceReply_GetBusinessEventDetailReply, TargetEventDetail_Home, Coverages_Coverage, Detail"", ""md5_list"": ""e32b6bcdd24f9db8e5c2f53ce986ee4f, 21d47766260486e6bce13889d93b52eb, 8317ff25efeb3530bbf330e97a87bbc2, 78d18323d2f8a89d46d72547cc749d4c, 21171d6ad5102c3d129d06948d5a0589"", ""md5_checksum"": ""e32b6bcdd24f9db8e5c2f53ce986ee4f"", ""md5_list_minus_one"": ""e32b6bcdd24f9db8e5c2f53ce986ee4f, 21d47766260486e6bce13889d93b52eb, 8317ff25efeb3530bbf330e97a87bbc2, 78d18323d2f8a89d46d72547cc749d4c"", ""json_key_minus_one"": ""r, ServiceReply_GetBusinessEventDetailReply, TargetEventDetail_Home, Coverages_Coverage"", ""file_name"": ""PolicyXml_DRC_20190517111305293796_26575FA133F8131C"", ""etl_record_updated"": ""2020-11-03 13:16:51.501972""}",e32b6bcdd24f9db8e5c2f53ce986ee4f,"[""e32b6bcdd24f9db8e5c2f53ce986ee4f"", ""21d47766260486e6bce13889d93b52eb"", ""8317ff25efeb3530bbf330e97a87bbc2"", ""78d18323d2f8a89d46d72547cc749d4c""]","[""r"", ""ServiceReply_GetBusinessEventDetailReply"", ""TargetEventDetail_Home"", ""Coverages_Coverage""]",PolicyXml_DRC_20190517111305293796_26575FA133F8131C,2020-11-03 13:16:51.5019720
"[""r"", ""ServiceReply_GetBusinessEventDetailReply"", ""TargetEventDetail_Umbrella""]","[""e32b6bcdd24f9db8e5c2f53ce986ee4f"", ""21d47766260486e6bce13889d93b52eb"", ""6b271d437890df4de4d8e8e5c6293471""]","{""at-locationRef"": ""23994"", ""at-cancelReason"": ""Flat - Policy cx/Insured Request"", ""at-cancelEffDate"": ""2019-05-22"", ""at-busStatus"": ""CANCELED"", ""Identifier_Statecode"": ""LA"", ""IsFiremanFund"": ""True"", ""UmbrellaLimit"": ""1000000"", ""UmbrellaUMLimit"": ""1000000"", ""json_key"": ""r, ServiceReply_GetBusinessEventDetailReply, TargetEventDetail_Umbrella"", ""md5_list"": ""e32b6bcdd24f9db8e5c2f53ce986ee4f, 21d47766260486e6bce13889d93b52eb, 6b271d437890df4de4d8e8e5c6293471"", ""md5_checksum"": ""e32b6bcdd24f9db8e5c2f53ce986ee4f"", ""md5_list_minus_one"": ""e32b6bcdd24f9db8e5c2f53ce986ee4f, 21d47766260486e6bce13889d93b52eb"", ""json_key_minus_one"": ""r, ServiceReply_GetBusinessEventDetailReply"", ""file_name"": ""PolicyXml_DRC_20190517111305293796_26575FA133F8131C"", ""etl_record_updated"": ""2020-11-03 13:16:51.501972""}",e32b6bcdd24f9db8e5c2f53ce986ee4f,"[""e32b6bcdd24f9db8e5c2f53ce986ee4f"", ""21d47766260486e6bce13889d93b52eb""]","[""r"", ""ServiceReply_GetBusinessEventDetailReply""]",PolicyXml_DRC_20190517111305293796_26575FA133F8131C,2020-11-03 13:16:51.5019720
"[""r"", ""ServiceReply_GetBusinessEventDetailReply"", ""TargetEventDetail_Umbrella"", ""Coverages_Coverage"", ""PremiumComponents_PremiumComponent""]","[""e32b6bcdd24f9db8e5c2f53ce986ee4f"", ""21d47766260486e6bce13889d93b52eb"", ""6b271d437890df4de4d8e8e5c6293471"", ""07edca25e1902980661ca5a0a69b10a1"", ""a1b0b4dac273ee2ed461f9895ea53780""]","{""Identifier_ComponentName"": ""Primary Residence Premium"", ""json_key"": ""r, ServiceReply_GetBusinessEventDetailReply, TargetEventDetail_Umbrella, Coverages_Coverage, PremiumComponents_PremiumComponent"", ""md5_list"": ""e32b6bcdd24f9db8e5c2f53ce986ee4f, 21d47766260486e6bce13889d93b52eb, 6b271d437890df4de4d8e8e5c6293471, 07edca25e1902980661ca5a0a69b10a1, a1b0b4dac273ee2ed461f9895ea53780"", ""md5_checksum"": ""e32b6bcdd24f9db8e5c2f53ce986ee4f"", ""md5_list_minus_one"": ""e32b6bcdd24f9db8e5c2f53ce986ee4f, 21d47766260486e6bce13889d93b52eb, 6b271d437890df4de4d8e8e5c6293471, 07edca25e1902980661ca5a0a69b10a1"", ""json_key_minus_one"": ""r, ServiceReply_GetBusinessEventDetailReply, TargetEventDetail_Umbrella, Coverages_Coverage"", ""file_name"": ""PolicyXml_DRC_20190517111305293796_26575FA133F8131C"", ""etl_record_updated"": ""2020-11-03 13:16:51.501972""}",e32b6bcdd24f9db8e5c2f53ce986ee4f,"[""e32b6bcdd24f9db8e5c2f53ce986ee4f"", ""21d47766260486e6bce13889d93b52eb"", ""6b271d437890df4de4d8e8e5c6293471"", ""07edca25e1902980661ca5a0a69b10a1""]","[""r"", ""ServiceReply_GetBusinessEventDetailReply"", ""TargetEventDetail_Umbrella"", ""Coverages_Coverage""]",PolicyXml_DRC_20190517111305293796_26575FA133F8131C,2020-11-03 13:16:51.5019720
"[""r"", ""ServiceReply_GetBusinessEventDetailReply"", ""TargetEventDetail_BusinessEvent""]","[""c873067a7d1a45c3f614fc49c5ee2aa0"", ""710fceb68a329883315bdf7926a716f6"", ""c5973aa6fab94e3722ac268aa6a439f2""]","{""EventKind"": ""11"", ""ApproveDeclineReasonCode"": ""1"", ""CreatedBy_UserName"": ""Courtney Fowler"", ""Issued"": ""True"", ""ResidenceCoverageRateDate"": ""2019-12-26"", ""NumberOfRenewalTerms"": ""5"", ""OriginalPPVAddDate"": ""2019-12-26"", ""PrintDate"": ""2019-12-26"", ""json_key"": ""r, ServiceReply_GetBusinessEventDetailReply, TargetEventDetail_BusinessEvent"", ""md5_list"": ""c873067a7d1a45c3f614fc49c5ee2aa0, 710fceb68a329883315bdf7926a716f6, c5973aa6fab94e3722ac268aa6a439f2"", ""md5_checksum"": ""c873067a7d1a45c3f614fc49c5ee2aa0"", ""md5_list_minus_one"": ""c873067a7d1a45c3f614fc49c5ee2aa0, 710fceb68a329883315bdf7926a716f6"", ""json_key_minus_one"": ""r, ServiceReply_GetBusinessEventDetailReply"", ""file_name"": ""PolicyXml_DRC_20191028113332669357_CC91B6A27D0F8D88"", ""etl_record_updated"": ""2020-11-03 13:16:51.501972""}",c873067a7d1a45c3f614fc49c5ee2aa0,"[""c873067a7d1a45c3f614fc49c5ee2aa0"", ""710fceb68a329883315bdf7926a716f6""]","[""r"", ""ServiceReply_GetBusinessEventDetailReply""]",PolicyXml_DRC_20191028113332669357_CC91B6A27D0F8D88,2020-11-03 13:16:51.5019720
"[""r"", ""ServiceReply_GetBusinessEventDetailReply"", ""TargetEventDetail_BusinessEvent""]","[""0b29703618348d201d647d8d73d4dd95"", ""4a655a5ba3cf1d557049f40ccf1c83b0"", ""c211375174c5dcaae9d19506baf0772c""]","{""EventKind"": ""2"", ""ApproveDeclineReasonCode"": ""1"", ""CreatedBy_UserName"": ""Elaine Halas"", ""Issued"": ""True"", ""ResidenceCoverageRateDate"": ""2019-05-22"", ""NumberOfRenewalTerms"": ""4"", ""OriginalPPVAddDate"": ""2019-05-22"", ""PrintDate"": ""2019-10-24"", ""json_key"": ""r, ServiceReply_GetBusinessEventDetailReply, TargetEventDetail_BusinessEvent"", ""md5_list"": ""0b29703618348d201d647d8d73d4dd95, 4a655a5ba3cf1d557049f40ccf1c83b0, c211375174c5dcaae9d19506baf0772c"", ""md5_checksum"": ""0b29703618348d201d647d8d73d4dd95"", ""md5_list_minus_one"": ""0b29703618348d201d647d8d73d4dd95, 4a655a5ba3cf1d557049f40ccf1c83b0"", ""json_key_minus_one"": ""r, ServiceReply_GetBusinessEventDetailReply"", ""file_name"": ""PolicyXml_DRC_20191028113545453865_0640DC92A152B0A9"", ""etl_record_updated"": ""2020-11-03 13:16:51.501972""}",0b29703618348d201d647d8d73d4dd95,"[""0b29703618348d201d647d8d73d4dd95"", ""4a655a5ba3cf1d557049f40ccf1c83b0""]","[""r"", ""ServiceReply_GetBusinessEventDetailReply""]",PolicyXml_DRC_20191028113545453865_0640DC92A152B0A9,2020-11-03 13:16:51.5019720
"[""r"", ""ServiceReply_GetBusinessEventDetailReply"", ""TargetEventDetail_PremiumComponents"", ""Component"", ""Detail""]","[""0b29703618348d201d647d8d73d4dd95"", ""4a655a5ba3cf1d557049f40ccf1c83b0"", ""00d4432e3792b4f0ff03c04be9d9f4db"", ""a0d5813bc9bfe393356a0726de802d9f"", ""61fe5ef4ad1f87fd67be56878f6db202""]","{""Name"": ""TotalTermPremium"", ""Value_Decimal"": ""855.00"", ""json_key"": ""r, ServiceReply_GetBusinessEventDetailReply, TargetEventDetail_PremiumComponents, Component, Detail"", ""md5_list"": ""0b29703618348d201d647d8d73d4dd95, 4a655a5ba3cf1d557049f40ccf1c83b0, 00d4432e3792b4f0ff03c04be9d9f4db, a0d5813bc9bfe393356a0726de802d9f, 61fe5ef4ad1f87fd67be56878f6db202"", ""md5_checksum"": ""0b29703618348d201d647d8d73d4dd95"", ""md5_list_minus_one"": ""0b29703618348d201d647d8d73d4dd95, 4a655a5ba3cf1d557049f40ccf1c83b0, 00d4432e3792b4f0ff03c04be9d9f4db, a0d5813bc9bfe393356a0726de802d9f"", ""json_key_minus_one"": ""r, ServiceReply_GetBusinessEventDetailReply, TargetEventDetail_PremiumComponents, Component"", ""file_name"": ""PolicyXml_DRC_20191028113545453865_0640DC92A152B0A9"", ""etl_record_updated"": ""2020-11-03 13:16:51.501972""}",0b29703618348d201d647d8d73d4dd95,"[""0b29703618348d201d647d8d73d4dd95"", ""4a655a5ba3cf1d557049f40ccf1c83b0"", ""00d4432e3792b4f0ff03c04be9d9f4db"", ""a0d5813bc9bfe393356a0726de802d9f""]","[""r"", ""ServiceReply_GetBusinessEventDetailReply"", ""TargetEventDetail_PremiumComponents"", ""Component""]",PolicyXml_DRC_20191028113545453865_0640DC92A152B0A9,2020-11-03 13:16:51.5019720
"[""r"", ""ServiceReply_GetBusinessEventDetailReply"", ""TargetEventDetail_Home"", ""Coverages_Coverage"", ""Detail""]","[""0b29703618348d201d647d8d73d4dd95"", ""4a655a5ba3cf1d557049f40ccf1c83b0"", ""a83169a22072a550847f8db7953391ec"", ""13eb38111d75fd4046995c64ee167227"", ""d357d486160fff7d08969ea8aa838d78""]","{""Name"": ""Limit1"", ""Value_text"": ""1104000"", ""json_key"": ""r, ServiceReply_GetBusinessEventDetailReply, TargetEventDetail_Home, Coverages_Coverage, Detail"", ""md5_list"": ""0b29703618348d201d647d8d73d4dd95, 4a655a5ba3cf1d557049f40ccf1c83b0, a83169a22072a550847f8db7953391ec, 13eb38111d75fd4046995c64ee167227, d357d486160fff7d08969ea8aa838d78"", ""md5_checksum"": ""0b29703618348d201d647d8d73d4dd95"", ""md5_list_minus_one"": ""0b29703618348d201d647d8d73d4dd95, 4a655a5ba3cf1d557049f40ccf1c83b0, a83169a22072a550847f8db7953391ec, 13eb38111d75fd4046995c64ee167227"", ""json_key_minus_one"": ""r, ServiceReply_GetBusinessEventDetailReply, TargetEventDetail_Home, Coverages_Coverage"", ""file_name"": ""PolicyXml_DRC_20191028113545453865_0640DC92A152B0A9"", ""etl_record_updated"": ""2020-11-03 13:16:51.501972""}",0b29703618348d201d647d8d73d4dd95,"[""0b29703618348d201d647d8d73d4dd95"", ""4a655a5ba3cf1d557049f40ccf1c83b0"", ""a83169a22072a550847f8db7953391ec"", ""13eb38111d75fd4046995c64ee167227""]","[""r"", ""ServiceReply_GetBusinessEventDetailReply"", ""TargetEventDetail_Home"", ""Coverages_Coverage""]",PolicyXml_DRC_20191028113545453865_0640DC92A152B0A9,2020-11-03 13:16:51.5019720
"[""r"", ""ServiceReply_GetBusinessEventDetailReply"", ""TargetEventDetail_Home"", ""Coverages_Coverage"", ""Detail""]","[""0b29703618348d201d647d8d73d4dd95"", ""4a655a5ba3cf1d557049f40ccf1c83b0"", ""a83169a22072a550847f8db7953391ec"", ""46d3b6cd07e726f223431543f1271902"", ""ade9540dd4e40b0818bc3d84ed25fdf4""]","{""Name"": ""CoverageCode"", ""Value_text"": ""IDFraud"", ""json_key"": ""r, ServiceReply_GetBusinessEventDetailReply, TargetEventDetail_Home, Coverages_Coverage, Detail"", ""md5_list"": ""0b29703618348d201d647d8d73d4dd95, 4a655a5ba3cf1d557049f40ccf1c83b0, a83169a22072a550847f8db7953391ec, 46d3b6cd07e726f223431543f1271902, ade9540dd4e40b0818bc3d84ed25fdf4"", ""md5_checksum"": ""0b29703618348d201d647d8d73d4dd95"", ""md5_list_minus_one"": ""0b29703618348d201d647d8d73d4dd95, 4a655a5ba3cf1d557049f40ccf1c83b0, a83169a22072a550847f8db7953391ec, 46d3b6cd07e726f223431543f1271902"", ""json_key_minus_one"": ""r, ServiceReply_GetBusinessEventDetailReply, TargetEventDetail_Home, Coverages_Coverage"", ""file_name"": ""PolicyXml_DRC_20191028113545453865_0640DC92A152B0A9"", ""etl_record_updated"": ""2020-11-03 13:16:51.501972""}",0b29703618348d201d647d8d73d4dd95,"[""0b29703618348d201d647d8d73d4dd95"", ""4a655a5ba3cf1d557049f40ccf1c83b0"", ""a83169a22072a550847f8db7953391ec"", ""46d3b6cd07e726f223431543f1271902""]","[""r"", ""ServiceReply_GetBusinessEventDetailReply"", ""TargetEventDetail_Home"", ""Coverages_Coverage""]",PolicyXml_DRC_20191028113545453865_0640DC92A152B0A9,2020-11-03 13:16:51.5019720
"[""r"", ""ServiceReply_GetBusinessEventDetailReply"", ""TargetEventDetail_RiskLocation""]","[""0b29703618348d201d647d8d73d4dd95"", ""4a655a5ba3cf1d557049f40ccf1c83b0"", ""6f12965b10791f7562cdc33a0bf32951""]","{""at-locationKey"": ""77833"", ""USAddress_Street"": ""VylU)myCyV$Ar$v/T"", ""USAddress_City"": ""ROCKY MT"", ""USAddress_County"": ""Nash"", ""USAddress_State"": ""NC"", ""USAddress_ZipCode"": ""85717"", ""USAddress_Country"": ""US"", ""AdditionalDetails_CountyName"": ""Nash"", ""USAddress_ZipCodeFirst"": ""27804"", ""USAddress_ZipCodeLast"": ""334"", ""json_key"": ""r, ServiceReply_GetBusinessEventDetailReply, TargetEventDetail_RiskLocation"", ""md5_list"": ""0b29703618348d201d647d8d73d4dd95, 4a655a5ba3cf1d557049f40ccf1c83b0, 6f12965b10791f7562cdc33a0bf32951"", ""md5_checksum"": ""0b29703618348d201d647d8d73d4dd95"", ""md5_list_minus_one"": ""0b29703618348d201d647d8d73d4dd95, 4a655a5ba3cf1d557049f40ccf1c83b0"", ""json_key_minus_one"": ""r, ServiceReply_GetBusinessEventDetailReply"", ""file_name"": ""PolicyXml_DRC_20191028113545453865_0640DC92A152B0A9"", ""etl_record_updated"": ""2020-11-03 13:16:51.501972""}",0b29703618348d201d647d8d73d4dd95,"[""0b29703618348d201d647d8d73d4dd95"", ""4a655a5ba3cf1d557049f40ccf1c83b0""]","[""r"", ""ServiceReply_GetBusinessEventDetailReply""]",PolicyXml_DRC_20191028113545453865_0640DC92A152B0A9,2020-11-03 13:16:51.5019720
"[""r"", ""ServiceReply_GetBusinessEventDetailReply"", ""TargetEventDetail_VacClass"", ""Coverages_Coverage"", ""Detail""]","[""0b29703618348d201d647d8d73d4dd95"", ""4a655a5ba3cf1d557049f40ccf1c83b0"", ""0de843dbfbbff335709b49468c7db2db"", ""07d88234aa800261663e8aad9b03bcfb"", ""d3e12e820c417ddcfb13232ae711dcae""]","{""Name"": ""CoverageCode"", ""Value_text"": ""ClassPremSilverware"", ""json_key"": ""r, ServiceReply_GetBusinessEventDetailReply, TargetEventDetail_VacClass, Coverages_Coverage, Detail"", ""md5_list"": ""0b29703618348d201d647d8d73d4dd95, 4a655a5ba3cf1d557049f40ccf1c83b0, 0de843dbfbbff335709b49468c7db2db, 07d88234aa800261663e8aad9b03bcfb, d3e12e820c417ddcfb13232ae711dcae"", ""md5_checksum"": ""0b29703618348d201d647d8d73d4dd95"", ""md5_list_minus_one"": ""0b29703618348d201d647d8d73d4dd95, 4a655a5ba3cf1d557049f40ccf1c83b0, 0de843dbfbbff335709b49468c7db2db, 07d88234aa800261663e8aad9b03bcfb"", ""json_key_minus_one"": ""r, ServiceReply_GetBusinessEventDetailReply, TargetEventDetail_VacClass, Coverages_Coverage"", ""file_name"": ""PolicyXml_DRC_20191028113545453865_0640DC92A152B0A9"", ""etl_record_updated"": ""2020-11-03 13:16:51.501972""}",0b29703618348d201d647d8d73d4dd95,"[""0b29703618348d201d647d8d73d4dd95"", ""4a655a5ba3cf1d557049f40ccf1c83b0"", ""0de843dbfbbff335709b49468c7db2db"", ""07d88234aa800261663e8aad9b03bcfb""]","[""r"", ""ServiceReply_GetBusinessEventDetailReply"", ""TargetEventDetail_VacClass"", ""Coverages_Coverage""]",PolicyXml_DRC_20191028113545453865_0640DC92A152B0A9,2020-11-03 13:16:51.5019720
"[""r"", ""ServiceReply_GetBusinessEventDetailReply"", ""TargetEventDetail_Umbrella"", ""Coverages_Coverage"", ""PremiumComponents_PremiumComponent""]","[""0b29703618348d201d647d8d73d4dd95"", ""4a655a5ba3cf1d557049f40ccf1c83b0"", ""ffeae4f9973ed54a78e5e665b663d971"", ""6f97e386bba67504ecbd7ed3383d417e"", ""d348ce5cd4334a1446253c6910c33083""]","{""Identifier_ComponentName"": ""Additional Auto Commission"", ""json_key"": ""r, ServiceReply_GetBusinessEventDetailReply, TargetEventDetail_Umbrella, Coverages_Coverage, PremiumComponents_PremiumComponent"", ""md5_list"": ""0b29703618348d201d647d8d73d4dd95, 4a655a5ba3cf1d557049f40ccf1c83b0, ffeae4f9973ed54a78e5e665b663d971, 6f97e386bba67504ecbd7ed3383d417e, d348ce5cd4334a1446253c6910c33083"", ""md5_checksum"": ""0b29703618348d201d647d8d73d4dd95"", ""md5_list_minus_one"": ""0b29703618348d201d647d8d73d4dd95, 4a655a5ba3cf1d557049f40ccf1c83b0, ffeae4f9973ed54a78e5e665b663d971, 6f97e386bba67504ecbd7ed3383d417e"", ""json_key_minus_one"": ""r, ServiceReply_GetBusinessEventDetailReply, TargetEventDetail_Umbrella, Coverages_Coverage"", ""file_name"": ""PolicyXml_DRC_20191028113545453865_0640DC92A152B0A9"", ""etl_record_updated"": ""2020-11-03 13:16:51.501972""}",0b29703618348d201d647d8d73d4dd95,"[""0b29703618348d201d647d8d73d4dd95"", ""4a655a5ba3cf1d557049f40ccf1c83b0"", ""ffeae4f9973ed54a78e5e665b663d971"", ""6f97e386bba67504ecbd7ed3383d417e""]","[""r"", ""ServiceReply_GetBusinessEventDetailReply"", ""TargetEventDetail_Umbrella"", ""Coverages_Coverage""]",PolicyXml_DRC_20191028113545453865_0640DC92A152B0A9,2020-11-03 13:16:51.5019720
"[""r"", ""ServiceReply_GetBusinessEventDetailReply"", ""TargetEventDetail_Umbrella"", ""Coverages_Coverage"", ""Detail""]","[""0b29703618348d201d647d8d73d4dd95"", ""4a655a5ba3cf1d557049f40ccf1c83b0"", ""ffeae4f9973ed54a78e5e665b663d971"", ""f9b56448aa1694ab28c8a9854e72d114"", ""feb2b1cfcde345c9f8252b819a035c3b""]","{""Name"": ""Exposure Count"", ""Value_text"": ""1"", ""json_key"": ""r, ServiceReply_GetBusinessEventDetailReply, TargetEventDetail_Umbrella, Coverages_Coverage, Detail"", ""md5_list"": ""0b29703618348d201d647d8d73d4dd95, 4a655a5ba3cf1d557049f40ccf1c83b0, ffeae4f9973ed54a78e5e665b663d971, f9b56448aa1694ab28c8a9854e72d114, feb2b1cfcde345c9f8252b819a035c3b"", ""md5_checksum"": ""0b29703618348d201d647d8d73d4dd95"", ""md5_list_minus_one"": ""0b29703618348d201d647d8d73d4dd95, 4a655a5ba3cf1d557049f40ccf1c83b0, ffeae4f9973ed54a78e5e665b663d971, f9b56448aa1694ab28c8a9854e72d114"", ""json_key_minus_one"": ""r, ServiceReply_GetBusinessEventDetailReply, TargetEventDetail_Umbrella, Coverages_Coverage"", ""file_name"": ""PolicyXml_DRC_20191028113545453865_0640DC92A152B0A9"", ""etl_record_updated"": ""2020-11-03 13:16:51.501972""}",0b29703618348d201d647d8d73d4dd95,"[""0b29703618348d201d647d8d73d4dd95"", ""4a655a5ba3cf1d557049f40ccf1c83b0"", ""ffeae4f9973ed54a78e5e665b663d971"", ""f9b56448aa1694ab28c8a9854e72d114""]","[""r"", ""ServiceReply_GetBusinessEventDetailReply"", ""TargetEventDetail_Umbrella"", ""Coverages_Coverage""]",PolicyXml_DRC_20191028113545453865_0640DC92A152B0A9,2020-11-03 13:16:51.5019720
